,PM2.5,PM10,CO,NO2,SO2,O3,����,ѹǿ,��ˮ��,�¶�,ʪ��,time
1977,91.0,157.0,0.4,53.0,17.0,27.0,0.3,1025.8,105.1,5.0,80.0,2019/2/12 11:00
1978,109.0,177.0,0.4,56.0,17.0,27.0,0.6,1024.3,107.2,4.0,89.0,2019/2/12 12:00
1979,101.0,166.0,0.4,54.0,17.0,30.0,0.7,1024.3,107.4,4.0,88.0,2019/2/12 13:00
1980,108.0,170.0,0.4,56.0,17.0,32.0,1.2,1023.6,107.4,4.0,85.0,2019/2/12 14:00
1981,119.0,191.0,0.4,71.0,17.0,32.0,2.4,1023.9,107.4,5.0,84.0,2019/2/12 15:00
1982,123.0,192.0,0.4,72.0,17.0,33.0,0.6,1024.6,107.4,5.0,84.0,2019/2/12 16:00
1983,126.0,200.0,0.4,79.0,17.0,31.0,1.0,1024.7,107.4,5.0,90.0,2019/2/12 17:00
1984,119.0,174.0,0.4,71.0,17.0,33.0,0.5,1025.5,107.4,5.0,89.0,2019/2/12 18:00
1985,128.0,196.0,0.4,74.0,17.0,35.0,0.8,1025.6,107.4,5.0,89.0,2019/2/12 19:00
1986,130.0,218.0,0.4,65.0,17.0,35.0,0.6,1025.8,107.4,5.0,88.0,2019/2/12 20:00
1987,143.0,221.0,0.4,65.0,17.0,38.0,0.7,1026.5,107.4,5.0,89.0,2019/2/12 21:00
1988,151.0,245.0,0.5,62.0,17.0,34.0,0.4,1026.9,107.4,5.0,90.0,2019/2/12 22:00
1989,156.0,249.0,0.4,51.0,17.0,34.0,0.3,1026.9,107.5,5.0,90.0,2019/2/12 23:00
1990,153.0,256.0,0.4,39.0,17.0,33.0,0.8,1027.1,107.7,4.0,90.0,2019/2/13 0:00
1991,144.0,235.0,0.4,33.0,17.0,34.0,0.2,1026.5,107.8,4.0,90.0,2019/2/13 1:00
1992,152.0,246.0,0.4,43.0,17.0,34.0,0.9,1026.4,107.8,5.0,87.0,2019/2/13 2:00
1993,156.0,243.0,0.4,28.0,17.0,40.0,1.2,1025.7,107.8,4.0,87.0,2019/2/13 3:00
1994,148.0,242.0,0.4,29.0,17.0,42.0,0.8,1025.5,107.8,4.0,85.0,2019/2/13 4:00
1995,136.0,208.0,0.4,29.0,17.0,38.0,0.8,1025.3,107.8,4.0,82.0,2019/2/13 5:00
1996,132.0,205.0,0.4,35.0,17.0,37.0,0.4,1025.4,107.8,4.0,83.0,2019/2/13 6:00
1997,129.0,221.0,0.4,42.0,17.0,40.0,0.3,1025.5,107.8,4.0,85.0,2019/2/13 7:00
1998,120.0,188.0,0.4,42.0,17.0,39.0,0.7,1026.1,107.8,4.0,84.0,2019/2/13 8:00
1999,113.0,191.0,0.4,51.0,17.0,39.0,1.6,1026.3,107.8,5.0,82.0,2019/2/13 9:00
2000,118.0,177.0,0.4,57.0,17.0,46.0,1.0,1026.3,107.8,5.0,80.0,2019/2/13 10:00
2001,120.0,180.0,0.4,57.0,17.0,48.0,1.4,1026.1,107.8,6.0,80.0,2019/2/13 11:00
2002,118.0,173.0,0.5,68.0,17.0,50.0,0.5,1025.9,107.8,6.0,80.0,2019/2/13 12:00
2003,118.0,190.0,0.4,67.0,17.0,47.0,0.6,1024.8,107.8,6.0,80.0,2019/2/13 13:00
2004,117.0,195.0,0.4,65.0,17.0,49.0,0.4,1024.0,107.8,6.0,79.0,2019/2/13 14:00
2005,116.0,180.0,0.4,59.0,17.0,58.0,0.6,1023.0,107.8,6.0,74.0,2019/2/13 15:00
2006,164.0,277.0,0.5,85.0,17.0,46.0,0.3,1024.0,109.1,5.0,92.0,2019/2/13 20:00
2007,171.0,288.0,0.5,86.0,17.0,42.0,0.6,1023.4,113.4,4.0,95.0,2019/2/13 21:00
2008,134.0,207.0,0.4,60.0,17.0,42.0,0.6,1023.1,117.5,4.0,94.0,2019/2/13 22:00
2009,117.0,174.0,0.4,57.0,17.0,34.0,0.8,1023.5,117.5,4.0,94.0,2019/2/13 23:00
2010,108.0,170.0,0.4,52.0,17.0,28.0,0.3,1023.2,117.6,4.0,95.0,2019/2/14 0:00
2011,75.0,113.0,0.4,39.0,17.0,29.0,0.2,1022.6,117.6,4.0,93.0,2019/2/14 1:00
2012,80.0,130.0,0.4,40.0,17.0,33.0,0.7,1022.2,118.5,3.0,92.0,2019/2/14 2:00
2013,60.0,99.0,0.4,28.0,17.0,46.0,0.3,1022.2,123.3,3.0,93.0,2019/2/14 3:00
2014,50.0,82.0,0.4,28.0,16.0,39.0,1.0,1022.5,125.0,2.0,96.0,2019/2/14 4:00
2015,51.0,85.0,0.4,29.0,16.0,38.0,0.4,1022.2,125.9,2.0,96.0,2019/2/14 5:00
2016,56.0,94.0,0.4,38.0,17.0,32.0,0.3,1022.8,127.8,1.0,96.0,2019/2/14 6:00
2017,58.0,96.0,0.4,58.0,17.0,30.0,0.3,1023.4,127.8,1.0,97.0,2019/2/14 7:00
2018,70.0,108.0,0.4,86.0,17.0,39.0,1.6,1023.4,127.8,2.0,96.0,2019/2/14 8:00
2019,72.0,107.0,0.4,75.0,17.0,40.0,1.4,1023.9,127.8,2.0,95.0,2019/2/14 9:00
2020,52.0,90.0,0.4,53.0,17.0,41.0,0.3,1024.2,127.8,2.0,94.0,2019/2/14 10:00
2021,97.0,144.0,0.4,57.0,17.0,32.0,0.4,1024.2,127.8,3.0,93.0,2019/2/14 11:00
2022,114.0,169.0,0.4,48.0,17.0,34.0,0.3,1024.1,127.8,3.0,90.0,2019/2/14 12:00
2023,92.0,131.0,0.4,53.0,17.0,41.0,0.7,1023.8,127.8,4.0,85.0,2019/2/14 13:00
2024,118.0,189.0,0.5,60.0,17.0,42.0,0.9,1023.1,127.8,4.0,85.0,2019/2/14 14:00
2025,82.0,128.0,0.4,60.0,17.0,47.0,1.0,1023.2,127.8,5.0,81.0,2019/2/14 15:00
2026,70.0,114.0,0.4,46.0,17.0,51.0,0.8,1023.4,127.8,5.0,79.0,2019/2/14 16:00
2027,70.0,113.0,0.4,59.0,17.0,51.0,0.6,1023.8,127.8,5.0,79.0,2019/2/14 17:00
2028,86.0,124.0,0.4,54.0,17.0,53.0,0.9,1024.1,127.8,5.0,80.0,2019/2/14 18:00
2029,84.0,142.0,0.4,55.0,17.0,48.0,1.4,1024.7,127.8,5.0,82.0,2019/2/14 19:00
2030,92.0,144.0,0.4,78.0,17.0,41.0,0.4,1025.2,127.8,5.0,83.0,2019/2/14 20:00
2031,95.0,143.0,0.4,68.0,17.0,35.0,0.4,1025.4,127.8,5.0,82.0,2019/2/14 21:00
2032,93.0,144.0,0.4,64.0,17.0,33.0,0.3,1025.5,127.8,4.0,86.0,2019/2/14 22:00
2033,88.0,137.0,0.4,64.0,17.0,33.0,0.1,1025.7,127.8,3.0,87.0,2019/2/14 23:00
2034,92.0,154.0,0.4,63.0,17.0,26.0,0.2,1025.4,127.8,2.0,90.0,2019/2/15 0:00
2035,111.0,169.0,0.4,62.0,17.0,27.0,0.5,1025.5,127.8,3.0,92.0,2019/2/15 1:00
2036,112.0,176.0,0.4,71.0,17.0,26.0,0.3,1025.3,127.8,2.0,96.0,2019/2/15 2:00
2037,112.0,166.0,0.4,61.0,17.0,25.0,0.3,1025.0,127.8,2.0,97.0,2019/2/15 3:00
2038,115.0,190.0,0.4,70.0,17.0,26.0,0.2,1024.4,127.8,2.0,96.0,2019/2/15 4:00
2039,124.0,207.0,0.4,60.0,17.0,26.0,0.4,1023.9,127.8,1.0,96.0,2019/2/15 5:00
2040,126.0,200.0,0.4,69.0,17.0,25.0,0.3,1023.7,127.8,1.0,97.0,2019/2/15 6:00
2041,136.0,217.0,0.5,77.0,17.0,26.0,0.5,1022.8,127.8,1.0,98.0,2019/2/15 7:00
2042,132.0,216.0,0.5,87.0,17.0,28.0,0.1,1024.4,127.8,3.0,90.0,2019/2/15 8:00
2043,132.0,218.0,0.5,87.0,17.0,37.0,0.5,1025.5,127.8,5.0,82.0,2019/2/15 9:00
2044,156.0,237.0,0.5,98.0,17.0,51.0,0.7,1025.6,127.8,6.0,80.0,2019/2/15 10:00
2045,196.0,311.0,0.9,115.0,17.0,54.0,0.3,1026.0,127.8,7.0,79.0,2019/2/15 11:00
2046,176.0,285.0,0.9,98.0,17.0,62.0,0.4,1024.9,127.8,8.0,71.0,2019/2/15 12:00
2047,198.0,309.0,0.9,95.0,17.0,70.0,0.6,1022.9,127.8,8.0,70.0,2019/2/15 13:00
2048,162.0,245.0,0.8,77.0,17.0,87.0,1.8,1021.9,127.8,9.0,58.0,2019/2/15 14:00
2049,163.0,260.0,0.6,82.0,17.0,106.0,0.8,1021.9,127.8,9.0,61.0,2019/2/15 15:00
2050,182.0,280.0,0.7,94.0,17.0,90.0,0.8,1022.0,127.8,9.0,64.0,2019/2/15 16:00
2051,150.0,230.0,0.5,121.0,17.0,67.0,0.5,1022.7,127.8,8.0,72.0,2019/2/15 18:00
2052,146.0,230.0,0.5,115.0,17.0,55.0,0.4,1023.0,127.8,7.0,75.0,2019/2/15 19:00
2053,150.0,231.0,0.5,121.0,17.0,51.0,0.4,1023.3,127.8,7.0,77.0,2019/2/15 20:00
2054,152.0,241.0,0.5,131.0,17.0,39.0,0.6,1023.5,127.8,5.0,86.0,2019/2/15 21:00
2055,167.0,265.0,0.8,134.0,17.0,46.0,0.3,1023.6,127.8,4.0,91.0,2019/2/15 22:00
2056,170.0,282.0,0.7,128.0,18.0,39.0,0.2,1023.7,127.8,3.0,94.0,2019/2/15 23:00
2057,164.0,277.0,0.9,108.0,19.0,28.0,0.3,1023.5,127.8,3.0,97.0,2019/2/16 0:00
2058,172.0,288.0,0.5,94.0,17.0,26.0,0.2,1023.3,127.8,3.0,98.0,2019/2/16 1:00
2059,152.0,256.0,0.7,70.0,17.0,24.0,0.3,1022.6,127.8,2.0,98.0,2019/2/16 2:00
2060,156.0,255.0,0.6,64.0,17.0,24.0,0.2,1022.4,127.8,2.0,99.0,2019/2/16 3:00
2061,144.0,237.0,1.0,61.0,18.0,23.0,0.2,1022.2,127.8,1.0,99.0,2019/2/16 4:00
2062,154.0,252.0,0.6,61.0,17.0,24.0,0.2,1022.4,127.8,1.0,99.0,2019/2/16 5:00
2063,166.0,272.0,0.6,73.0,17.0,24.0,0.2,1022.2,127.8,1.0,100.0,2019/2/16 6:00
2064,163.0,274.0,0.6,75.0,17.0,25.0,0.3,1022.6,127.8,1.0,100.0,2019/2/16 7:00
2065,147.0,228.0,0.8,88.0,18.0,25.0,0.6,1022.8,127.8,2.0,100.0,2019/2/16 8:00
2066,150.0,245.0,0.8,107.0,19.0,27.0,0.2,1023.1,127.8,3.0,99.0,2019/2/16 9:00
2067,140.0,220.0,1.0,139.0,19.0,42.0,1.2,1023.5,127.8,6.0,86.0,2019/2/16 10:00
2068,158.0,248.0,1.2,91.0,19.0,71.0,0.4,1023.4,127.8,9.0,72.0,2019/2/16 11:00
2069,108.0,167.0,0.6,48.0,17.0,106.0,0.8,1022.2,127.8,12.0,39.0,2019/2/16 12:00
2070,116.0,177.0,0.6,59.0,17.0,109.0,1.1,1020.7,127.8,13.0,39.0,2019/2/16 13:00
2071,114.0,163.0,0.7,68.0,17.0,118.0,0.2,1019.9,127.8,15.0,36.0,2019/2/16 14:00
2072,102.0,146.0,0.5,55.0,14.0,118.0,0.4,1018.6,127.8,14.0,34.0,2019/2/16 15:00
2073,72.0,110.0,0.5,64.0,14.0,102.0,0.7,1019.6,127.8,13.0,30.0,2019/2/16 16:00
2074,88.0,126.0,0.5,72.0,14.0,113.0,0.3,1019.4,127.8,13.0,35.0,2019/2/16 17:00
2075,88.0,132.0,0.5,74.0,14.0,108.0,0.7,1019.2,127.8,11.0,42.0,2019/2/16 18:00
2076,99.0,159.0,0.6,130.0,17.0,87.0,0.3,1019.7,127.8,9.0,52.0,2019/2/16 19:00
2077,120.0,191.0,1.0,85.0,19.0,87.0,0.7,1020.5,127.8,7.0,62.0,2019/2/16 20:00
2078,113.0,168.0,1.2,85.0,19.0,76.0,0.1,1020.5,127.8,7.0,68.0,2019/2/16 21:00
2079,100.0,158.0,0.8,96.0,17.0,72.0,0.2,1020.4,127.8,6.0,63.0,2019/2/16 22:00
2080,98.0,143.0,0.8,104.0,19.0,62.0,0.2,1020.3,127.8,5.0,73.0,2019/2/16 23:00
2081,105.0,158.0,1.0,130.0,19.0,44.0,0.4,1020.6,127.8,5.0,80.0,2019/2/17 0:00
2082,98.0,157.0,1.0,125.0,19.0,38.0,0.4,1020.9,127.8,4.0,82.0,2019/2/17 1:00
2083,99.0,150.0,0.7,99.0,17.0,29.0,0.3,1020.7,127.8,3.0,86.0,2019/2/17 2:00
2084,108.0,166.0,0.5,83.0,17.0,26.0,0.1,1020.1,127.8,3.0,86.0,2019/2/17 3:00
2085,104.0,166.0,0.5,83.0,17.0,26.0,0.2,1020.3,127.8,3.0,87.0,2019/2/17 4:00
2086,108.0,175.0,0.5,95.0,17.0,27.0,0.1,1020.3,127.8,3.0,84.0,2019/2/17 5:00
2087,104.0,156.0,0.5,103.0,17.0,27.0,0.2,1020.5,127.8,2.0,84.0,2019/2/17 6:00
2088,109.0,152.0,0.5,112.0,17.0,28.0,0.2,1020.6,127.8,3.0,83.0,2019/2/17 7:00
2089,108.0,158.0,0.7,91.0,18.0,54.0,0.4,1021.5,127.8,6.0,69.0,2019/2/17 8:00
2090,112.0,167.0,0.9,89.0,19.0,85.0,0.4,1022.1,127.8,9.0,54.0,2019/2/17 9:00
2091,110.0,167.0,0.9,86.0,17.0,112.0,0.3,1022.2,127.8,14.0,38.0,2019/2/17 10:00
2092,136.0,202.0,0.7,60.0,17.0,136.0,0.5,1021.9,127.8,14.0,35.0,2019/2/17 11:00
2093,140.0,216.0,0.7,48.0,14.0,147.0,0.7,1021.5,127.8,16.0,32.0,2019/2/17 12:00
2094,120.0,175.0,0.6,32.0,14.0,147.0,0.6,1020.6,127.8,17.0,26.0,2019/2/17 13:00
2095,123.0,183.0,0.6,32.0,14.0,152.0,0.9,1019.8,127.8,16.0,27.0,2019/2/17 14:00
2096,132.0,197.0,0.5,34.0,14.0,168.0,0.5,1019.9,127.8,15.0,29.0,2019/2/17 15:00
2097,133.0,205.0,0.5,42.0,14.0,179.0,0.7,1020.3,127.8,15.0,29.0,2019/2/17 16:00
2098,160.0,257.0,0.7,65.0,14.0,186.0,0.2,1020.9,127.8,14.0,35.0,2019/2/17 17:00
2099,152.0,222.0,0.6,75.0,15.0,145.0,0.3,1020.7,127.8,12.0,38.0,2019/2/17 18:00
2100,158.0,238.0,0.6,127.0,17.0,129.0,0.5,1020.5,127.8,11.0,45.0,2019/2/17 19:00
2101,132.0,204.0,0.5,110.0,17.0,96.0,0.2,1020.7,127.8,9.0,50.0,2019/2/17 20:00
2102,106.0,158.0,0.5,119.0,17.0,76.0,0.2,1021.7,127.8,9.0,51.0,2019/2/17 21:00
2103,100.0,154.0,0.5,94.0,17.0,68.0,0.2,1022.1,127.8,8.0,56.0,2019/2/17 22:00
2104,84.0,119.0,0.4,126.0,17.0,67.0,0.7,1022.1,127.8,7.0,65.0,2019/2/17 23:00
2105,86.0,128.0,0.4,66.0,17.0,57.0,0.8,1022.6,127.8,7.0,71.0,2019/2/18 0:00
2106,103.0,157.0,0.4,55.0,17.0,45.0,0.2,1022.6,127.8,6.0,79.0,2019/2/18 1:00
2107,120.0,186.0,0.5,57.0,17.0,45.0,0.7,1021.7,127.8,6.0,84.0,2019/2/18 2:00
2108,137.0,204.0,0.5,61.0,17.0,36.0,0.7,1021.8,127.8,5.0,88.0,2019/2/18 3:00
2109,143.0,228.0,0.5,54.0,17.0,32.0,0.6,1021.6,127.8,5.0,91.0,2019/2/18 4:00
2110,143.0,211.0,0.5,51.0,17.0,33.0,0.7,1021.3,127.8,5.0,92.0,2019/2/18 5:00
2111,121.0,205.0,0.5,46.0,17.0,29.0,0.4,1021.4,127.8,5.0,93.0,2019/2/18 6:00
2112,122.0,196.0,0.5,49.0,17.0,34.0,1.7,1022.6,127.8,5.0,91.0,2019/2/18 7:00
2113,112.0,186.0,0.5,56.0,17.0,40.0,0.6,1022.8,127.8,6.0,88.0,2019/2/18 8:00
2114,101.0,191.0,0.5,49.0,17.0,49.0,1.6,1022.7,127.8,6.0,83.0,2019/2/18 9:00
2115,102.0,156.0,0.5,41.0,17.0,68.0,0.8,1021.8,127.8,10.0,62.0,2019/2/18 10:00
2116,103.0,155.0,0.5,50.0,17.0,83.0,0.8,1022.1,127.8,10.0,58.0,2019/2/18 11:00
2117,106.0,156.0,0.5,44.0,17.0,96.0,1.3,1020.8,127.8,12.0,50.0,2019/2/18 12:00
2118,73.0,117.0,0.5,37.0,16.0,86.0,1.5,1018.9,127.8,11.0,46.0,2019/2/18 13:00
2119,63.0,94.0,0.4,38.0,14.0,85.0,0.8,1018.3,127.8,11.0,47.0,2019/2/18 14:00
2120,52.0,82.0,0.4,63.0,15.0,76.0,1.3,1017.2,127.8,11.0,53.0,2019/2/18 15:00
2121,47.0,73.0,0.5,86.0,17.0,69.0,1.2,1016.7,127.9,10.0,56.0,2019/2/18 16:00
2122,48.0,79.0,0.5,97.0,17.0,67.0,1.2,1019.1,128.1,9.0,64.0,2019/2/18 17:00
2123,45.0,75.0,0.4,74.0,17.0,67.0,0.5,1018.7,128.9,8.0,68.0,2019/2/18 18:00
2124,44.0,70.0,0.4,52.0,15.0,59.0,1.7,1018.8,129.6,7.0,78.0,2019/2/18 19:00
2125,44.0,69.0,0.4,56.0,16.0,48.0,1.0,1019.9,130.6,7.0,84.0,2019/2/18 20:00
2126,44.0,69.0,0.4,79.0,16.0,48.0,1.0,1020.7,131.3,6.0,88.0,2019/2/18 21:00
2127,45.0,74.0,0.4,53.0,15.0,51.0,1.2,1020.4,131.5,6.0,89.0,2019/2/18 22:00
2128,53.0,86.0,0.4,57.0,16.0,44.0,0.5,1020.4,131.5,6.0,89.0,2019/2/18 23:00
2129,52.0,81.0,0.4,44.0,15.0,43.0,0.5,1020.2,131.5,6.0,87.0,2019/2/19 0:00
2130,49.0,85.0,0.4,40.0,16.0,40.0,0.5,1019.6,131.5,6.0,87.0,2019/2/19 1:00
2131,60.0,92.0,0.4,37.0,14.0,40.0,2.9,1019.7,131.5,6.0,85.0,2019/2/19 2:00
2132,60.0,89.0,0.4,31.0,14.0,38.0,0.9,1019.4,131.5,6.0,85.0,2019/2/19 3:00
2133,60.0,95.0,0.4,31.0,15.0,40.0,0.6,1019.0,131.5,6.0,86.0,2019/2/19 4:00
2134,56.0,91.0,0.4,34.0,15.0,36.0,0.6,1018.7,131.5,5.0,92.0,2019/2/19 5:00
2135,65.0,97.0,0.4,37.0,16.0,29.0,1.1,1018.4,131.5,6.0,91.0,2019/2/19 6:00
2136,74.0,119.0,0.5,47.0,17.0,27.0,0.4,1019.4,131.5,6.0,90.0,2019/2/19 7:00
2137,64.0,98.0,0.4,49.0,17.0,31.0,1.3,1019.6,131.5,6.0,91.0,2019/2/19 8:00
2138,70.0,101.0,0.4,70.0,17.0,39.0,0.2,1019.6,131.5,6.0,90.0,2019/2/19 9:00
2139,75.0,106.0,0.4,57.0,17.0,31.0,0.3,1019.9,131.5,7.0,87.0,2019/2/19 10:00
2140,84.0,115.0,0.4,48.0,17.0,56.0,0.9,1017.5,134.6,7.0,86.0,2019/2/19 14:00
2141,76.0,102.0,0.4,45.0,17.0,57.0,0.5,1017.4,135.2,7.0,86.0,2019/2/19 15:00
2142,79.0,113.0,0.4,68.0,17.0,57.0,0.4,1017.2,135.8,7.0,87.0,2019/2/19 16:00
2143,66.0,95.0,0.4,58.0,17.0,48.0,0.5,1017.9,136.4,7.0,87.0,2019/2/19 17:00
2144,77.0,110.0,0.4,110.0,17.0,47.0,0.4,1018.3,136.5,7.0,91.0,2019/2/19 18:00
2145,66.0,96.0,0.4,73.0,17.0,42.0,0.6,1018.7,137.0,7.0,91.0,2019/2/19 19:00
2146,70.0,103.0,0.4,76.0,17.0,41.0,0.2,1019.2,137.0,7.0,92.0,2019/2/19 20:00
2147,85.0,118.0,0.4,82.0,17.0,39.0,0.3,1020.1,137.0,7.0,92.0,2019/2/19 21:00
2148,83.0,117.0,0.4,64.0,17.0,31.0,0.2,1020.5,137.0,7.0,93.0,2019/2/19 22:00
2149,79.0,119.0,0.4,54.0,17.0,29.0,0.1,1020.4,137.0,6.0,96.0,2019/2/19 23:00
2150,65.0,98.0,0.4,38.0,17.0,28.0,0.5,1019.9,137.0,6.0,94.0,2019/2/20 0:00
2151,60.0,90.0,0.4,36.0,17.0,28.0,0.2,1019.9,137.0,6.0,92.0,2019/2/20 1:00
2152,77.0,114.0,0.4,53.0,17.0,27.0,0.4,1019.6,137.0,6.0,94.0,2019/2/20 2:00
2153,108.0,167.0,0.4,38.0,17.0,25.0,0.6,1019.2,137.0,6.0,92.0,2019/2/20 6:00
2154,101.0,144.0,0.4,50.0,17.0,26.0,0.5,1018.8,137.0,6.0,92.0,2019/2/20 7:00
2155,95.0,141.0,0.4,65.0,17.0,27.0,0.4,1020.1,137.0,6.0,91.0,2019/2/20 8:00
2156,85.0,130.0,0.4,65.0,17.0,27.0,0.7,1020.8,137.0,7.0,86.0,2019/2/20 9:00
2157,74.0,110.0,0.4,59.0,17.0,29.0,0.9,1021.1,137.0,8.0,81.0,2019/2/20 10:00
2158,65.0,93.0,0.4,62.0,17.0,36.0,0.5,1021.3,137.0,9.0,75.0,2019/2/20 11:00
2159,77.0,102.0,0.4,59.0,17.0,39.0,0.8,1021.0,137.0,9.0,74.0,2019/2/20 12:00
2160,76.0,106.0,0.4,81.0,17.0,44.0,0.4,1019.9,137.0,9.0,74.0,2019/2/20 13:00
2161,92.0,136.0,0.4,88.0,17.0,49.0,0.7,1019.8,137.0,10.0,72.0,2019/2/20 14:00
2162,74.0,103.0,0.4,79.0,17.0,55.0,0.5,1019.3,137.0,10.0,70.0,2019/2/20 15:00
2163,72.0,100.0,0.4,72.0,17.0,53.0,0.5,1018.8,137.0,10.0,70.0,2019/2/20 16:00
2164,61.0,92.0,0.4,76.0,17.0,58.0,0.7,1019.0,137.0,10.0,69.0,2019/2/20 17:00
2165,73.0,109.0,0.4,77.0,17.0,51.0,0.5,1019.1,137.0,9.0,72.0,2019/2/20 18:00
2166,72.0,109.0,0.4,99.0,17.0,46.0,0.3,1019.9,137.0,9.0,75.0,2019/2/20 19:00
2167,80.0,126.0,0.5,104.0,17.0,33.0,0.3,1020.5,137.0,8.0,79.0,2019/2/20 20:00
2168,82.0,129.0,0.5,101.0,17.0,34.0,0.4,1020.6,137.0,8.0,79.0,2019/2/20 21:00
2169,87.0,142.0,0.5,102.0,17.0,32.0,0.6,1020.9,137.0,8.0,81.0,2019/2/20 22:00
2170,96.0,137.0,0.5,105.0,17.0,31.0,0.2,1021.1,137.0,7.0,82.0,2019/2/20 23:00
2171,95.0,146.0,0.5,88.0,17.0,27.0,0.4,1021.0,137.0,7.0,83.0,2019/2/21 0:00
2172,101.0,159.0,0.5,94.0,17.0,28.0,0.1,1020.7,137.0,7.0,82.0,2019/2/21 1:00
2173,98.0,139.0,0.4,92.0,17.0,27.0,0.5,1020.7,137.0,7.0,82.0,2019/2/21 2:00
2174,95.0,134.0,0.4,95.0,17.0,28.0,0.1,1020.5,137.0,7.0,81.0,2019/2/21 3:00
2175,101.0,139.0,0.4,89.0,17.0,30.0,0.8,1019.9,137.0,7.0,81.0,2019/2/21 4:00
2176,102.0,151.0,0.4,75.0,17.0,29.0,0.9,1019.8,137.0,7.0,82.0,2019/2/21 5:00
2177,103.0,153.0,0.4,79.0,17.0,27.0,0.6,1019.3,137.0,7.0,78.0,2019/2/21 6:00
2178,94.0,137.0,0.5,85.0,17.0,28.0,0.3,1019.7,137.0,7.0,76.0,2019/2/21 7:00
2179,92.0,127.0,0.7,103.0,17.0,39.0,0.9,1021.2,137.0,8.0,74.0,2019/2/21 8:00
2180,71.0,99.0,0.5,90.0,17.0,49.0,1.2,1022.1,137.0,9.0,66.0,2019/2/21 9:00
2181,76.0,108.0,0.6,92.0,17.0,51.0,1.1,1021.7,137.0,9.0,65.0,2019/2/21 10:00
2182,52.0,82.0,0.5,69.0,17.0,60.0,1.3,1021.2,137.0,10.0,51.0,2019/2/21 11:00
2183,71.0,98.0,0.5,77.0,17.0,74.0,3.4,1020.7,137.0,10.0,50.0,2019/2/21 12:00
2184,72.0,104.0,0.4,77.0,17.0,85.0,1.4,1019.4,137.0,11.0,47.0,2019/2/21 13:00
2185,73.0,102.0,0.5,72.0,17.0,90.0,0.8,1019.0,137.0,11.0,46.0,2019/2/21 14:00
2186,75.0,112.0,0.4,65.0,16.0,89.0,0.4,1019.0,137.0,10.0,46.0,2019/2/21 15:00
2187,87.0,125.0,0.5,68.0,17.0,97.0,1.5,1019.0,137.0,10.0,50.0,2019/2/21 16:00
2188,94.0,145.0,0.5,86.0,17.0,91.0,1.4,1019.2,137.0,9.0,59.0,2019/2/21 17:00
2189,105.0,154.0,0.5,103.0,17.0,83.0,0.8,1019.5,137.0,9.0,64.0,2019/2/21 18:00
2190,134.0,206.0,0.5,107.0,17.0,78.0,0.7,1019.6,137.0,9.0,69.0,2019/2/21 19:00
2191,200.0,311.0,0.5,84.0,17.0,69.0,1.5,1019.8,137.0,8.0,77.0,2019/2/21 20:00
2192,201.0,330.0,0.5,75.0,17.0,68.0,0.9,1019.7,137.0,8.0,78.0,2019/2/21 21:00
2193,152.0,260.0,0.5,49.0,17.0,87.0,0.8,1019.7,137.0,8.0,71.0,2019/2/21 22:00
2194,140.0,222.0,0.5,40.0,17.0,85.0,0.7,1019.1,137.0,8.0,68.0,2019/2/21 23:00
2195,129.0,204.0,0.5,34.0,17.0,78.0,0.7,1018.7,137.0,8.0,66.0,2019/2/22 0:00
2196,118.0,181.0,0.5,31.0,17.0,63.0,1.1,1017.8,137.0,8.0,63.0,2019/2/22 1:00
2197,106.0,171.0,0.5,35.0,17.0,56.0,0.4,1016.5,137.0,8.0,63.0,2019/2/22 2:00
2198,81.0,125.0,0.4,28.0,16.0,54.0,0.4,1015.4,137.0,8.0,55.0,2019/2/22 3:00
2199,84.0,128.0,0.4,28.0,16.0,54.0,0.7,1014.7,137.0,8.0,58.0,2019/2/22 4:00
2200,102.0,158.0,0.5,36.0,17.0,55.0,0.8,1014.6,137.0,8.0,65.0,2019/2/22 5:00
2201,83.0,122.0,0.4,34.0,16.0,51.0,0.6,1015.2,137.0,8.0,61.0,2019/2/22 6:00
2202,111.0,166.0,0.5,66.0,17.0,44.0,0.5,1015.4,137.5,7.0,75.0,2019/2/22 7:00
2203,122.0,207.0,0.5,68.0,17.0,44.0,1.5,1015.6,138.1,6.0,81.0,2019/2/22 8:00
2204,95.0,151.0,0.5,72.0,17.0,52.0,1.1,1015.7,138.9,7.0,76.0,2019/2/22 9:00
2205,72.0,103.0,0.5,80.0,17.0,56.0,0.2,1016.0,139.2,7.0,70.0,2019/2/22 10:00
2206,101.0,155.0,0.5,64.0,17.0,75.0,0.5,1016.4,139.9,7.0,79.0,2019/2/22 11:00
2207,131.0,213.0,0.5,74.0,17.0,80.0,0.2,1015.7,139.9,8.0,81.0,2019/2/22 12:00
2208,167.0,267.0,0.5,75.0,17.0,87.0,0.7,1015.1,139.9,8.0,80.0,2019/2/22 13:00
2209,153.0,247.0,0.5,70.0,17.0,87.0,1.6,1014.4,140.3,7.0,83.0,2019/2/22 14:00
2210,67.0,105.0,0.4,46.0,16.0,79.0,1.2,1013.7,140.3,7.0,67.0,2019/2/22 15:00
2211,76.0,116.0,0.4,53.0,17.0,74.0,0.5,1014.1,140.3,7.0,71.0,2019/2/22 16:00
2212,87.0,128.0,0.4,60.0,17.0,75.0,0.5,1012.9,140.3,7.0,74.0,2019/2/22 17:00
