,PM2.5,PM10,CO,NO2,SO2,O3,����,ѹǿ,��ˮ��,�¶�,ʪ��,time,gkPM2.5
1861,83,125,0.4,28,17,39,1,1024.4,69.8,4,98,2019/2/7 1:00,76
1862,87,131,0.4,28,17,39,1.5,1024.1,69.8,4,98,2019/2/7 2:00,92
1863,76,112,0.4,27,17,38,0.4,1023.3,69.8,4,98,2019/2/7 3:00,93
1864,77,123,0.4,26,17,37,0.1,1023,69.8,4,98,2019/2/7 4:00,62
1865,74,119,0.4,27,17,38,0.3,1023.4,69.8,4,98,2019/2/7 5:00,68
1866,64,110,0.4,26,17,39,2.1,1023.9,69.8,4,99,2019/2/7 6:00,74
1867,62,99,0.4,28,17,38,0.2,1024.3,69.8,4,99,2019/2/7 7:00,107
1868,54,94,0.4,32,17,40,1.1,1024.6,69.8,4,99,2019/2/7 8:00,93
1869,62,100,0.4,30,17,40,0.3,1024.9,69.8,4,99,2019/2/7 9:00,92
1870,55,91,0.4,33,17,40,0.8,1025,69.8,5,95,2019/2/7 10:00,69
1871,53,90,0.4,32,17,41,1.3,1025.6,69.8,5,93,2019/2/7 11:00,64
1872,56,95,0.4,27,17,40,0.2,1024.7,72.9,4,95,2019/2/7 12:00,73
1873,50,82,0.4,28,17,42,0.7,1023.7,74.5,4,94,2019/2/7 13:00,73
1874,48,79,0.4,27,17,41,0.3,1023.7,74.6,4,93,2019/2/7 14:00,57
1875,60,96,0.4,28,17,40,0.1,1025.8,77.9,4,96,2019/2/7 20:00,15
1876,95,155,0.4,26,17,36,0.8,1027.2,78,3,88,2019/2/8 6:00,17
1877,120,190,0.4,26,17,35,0.5,1027.3,78,3,89,2019/2/8 7:00,17
1878,97,144,0.4,26,17,40,1.5,1028.4,78,3,83,2019/2/8 8:00,19
1879,86,129,0.4,26,17,42,1.1,1028.8,78,3,76,2019/2/8 9:00,25
1880,84,125,0.4,26,17,42,1,1029.2,78,3,72,2019/2/8 10:00,19
1881,84,137,0.4,26,17,42,0.8,1028.8,78,4,71,2019/2/8 11:00,17
1882,70,101,0.4,26,17,44,1.3,1028,78,5,60,2019/2/8 12:00,18
1883,78,104,0.4,26,17,45,0.8,1027.1,78,5,62,2019/2/8 13:00,15
1884,66,96,0.4,26,17,47,1.3,1026.5,78,5,58,2019/2/8 14:00,17
1885,64,98,0.4,26,16,47,0.7,1026.4,78,5,58,2019/2/8 15:00,17
1886,52,85,0.4,26,17,46,0.7,1026.4,78,5,51,2019/2/8 16:00,27
1887,54,88,0.4,26,16,46,0.4,1026,78,4,54,2019/2/8 17:00,25
1888,46,71,0.4,26,17,42,0.4,1026.9,78,3,55,2019/2/8 18:00,25
1889,43,67,0.4,27,17,41,1.6,1027.2,78,3,54,2019/2/8 19:00,28
1890,39,57,0.4,26,16,42,0.4,1027.1,78,3,55,2019/2/8 20:00,24
1891,36,50,0.4,26,15,42,1.4,1027.3,78,3,57,2019/2/8 21:00,17
1892,40,63,0.4,27,17,42,0.1,1027.8,78,3,60,2019/2/8 22:00,11
1893,47,76,0.4,28,17,41,0.1,1028,78,3,61,2019/2/8 23:00,18
1894,41,65,0.4,26,17,40,0.5,1027.7,78,3,60,2019/2/9 0:00,10
1895,49,81,0.4,26,17,40,0.5,1027.7,78,2,61,2019/2/9 1:00,17
1896,52,81,0.4,26,16,40,0.7,1027.7,78,2,70,2019/2/9 2:00,20
1897,56,89,0.4,26,16,40,0.4,1027.9,78,2,74,2019/2/9 3:00,16
1898,55,85,0.4,26,17,39,0.5,1027.9,78,2,74,2019/2/9 4:00,14
1899,52,80,0.4,26,17,40,1,1027.5,78,2,72,2019/2/9 5:00,10
1900,48,75,0.4,26,16,40,0.5,1027.4,78,2,63,2019/2/9 6:00,10
1901,46,73,0.4,26,17,40,1.2,1027.9,78,2,63,2019/2/9 7:00,18
1902,60,93,0.4,27,17,40,0.6,1028.1,78,2,58,2019/2/9 8:00,12
1903,52,82,0.4,26,17,42,0.5,1028.9,78,3,52,2019/2/9 9:00,18
1904,47,75,0.4,26,16,43,0.8,1029,78,5,45,2019/2/9 10:00,16
1905,47,75,0.4,26,16,45,1.3,1028.2,78,7,41,2019/2/9 11:00,31
1906,43,66,0.4,26,16,48,1.2,1027.3,78,8,37,2019/2/9 12:00,40
1907,42,63,0.4,26,14,49,0.8,1026.6,78,7,38,2019/2/9 13:00,45
1908,46,77,0.4,26,15,48,1.1,1025.3,78,7,41,2019/2/9 14:00,51
1909,48,77,0.4,26,15,50,1,1025.2,78,6,43,2019/2/9 15:00,54
1910,54,88,0.4,28,16,52,1.6,1024.6,78,6,46,2019/2/9 16:00,54
1911,59,97,0.4,28,16,53,0.6,1024.4,78,6,47,2019/2/9 17:00,49
1912,61,93,0.4,28,17,49,0.8,1024.3,78,5,48,2019/2/9 18:00,42
1913,67,97,0.4,28,17,48,1.3,1024.7,78,5,48,2019/2/9 19:00,23
1914,64,95,0.4,28,17,47,0.4,1025,78,5,50,2019/2/9 20:00,27
1915,54,85,0.4,28,17,45,1.2,1025.2,78,5,55,2019/2/9 21:00,20
1916,51,79,0.4,28,16,43,0.9,1024.4,78,5,54,2019/2/9 22:00,27
1917,49,78,0.4,27,16,42,0.4,1024.4,78,4,53,2019/2/9 23:00,22
1918,53,84,0.4,26,16,41,0.5,1023.6,78,4,53,2019/2/10 0:00,29
1919,56,88,0.4,26,16,41,0.7,1022.7,78.1,4,65,2019/2/10 1:00,29
1920,65,98,0.4,26,17,40,0.3,1023,78.2,3,81,2019/2/10 2:00,27
1921,69,103,0.4,26,17,41,0.4,1021.9,78.2,3,84,2019/2/10 3:00,31
1922,77,113,0.4,26,17,41,0.9,1021,78.2,3,86,2019/2/10 4:00,33
1923,72,106,0.4,26,17,42,2.1,1019.8,78.8,3,89,2019/2/10 5:00,35
1924,80,112,0.4,26,17,41,0.8,1020,79.4,2,92,2019/2/10 6:00,36
1925,76,107,0.4,27,17,42,1.1,1019.9,79.7,3,92,2019/2/10 7:00,38
1926,64,101,0.4,27,17,42,1.1,1019.8,81,3,94,2019/2/10 8:00,38
1927,61,99,0.4,27,17,41,0.3,1020.7,81.9,3,94,2019/2/10 9:00,38
1928,56,89,0.4,28,17,41,1.1,1020,83.7,3,95,2019/2/10 10:00,41
1929,48,77,0.4,28,17,41,0.9,1019.3,86.3,4,94,2019/2/10 11:00,37
1930,45,69,0.4,28,17,42,0.8,1019.1,87.5,4,94,2019/2/10 12:00,43
1931,44,69,0.4,28,17,42,0.4,1017.9,88.1,4,95,2019/2/10 13:00,44
1932,44,69,0.4,28,17,42,0.4,1017.1,89.2,4,95,2019/2/10 14:00,38
1933,47,72,0.4,28,17,42,0.8,1016.3,90.7,5,96,2019/2/10 15:00,22
1934,43,65,0.4,28,17,42,0.5,1016.1,92.1,5,96,2019/2/10 16:00,27
1935,45,71,0.4,31,17,42,0.5,1016,93.2,5,96,2019/2/10 17:00,20
1936,48,78,0.4,35,17,41,0.6,1016.2,94.4,4,97,2019/2/10 18:00,22
1937,52,78,0.4,48,17,40,0.6,1016.1,95.3,4,97,2019/2/10 19:00,24
1938,52,87,0.4,44,17,40,0.1,1016.3,95.9,4,97,2019/2/10 20:00,23
1939,51,80,0.4,40,17,39,0.1,1016.8,95.9,4,98,2019/2/10 21:00,25
1940,52,81,0.4,48,17,39,0.2,1016.2,95.9,4,98,2019/2/10 22:00,30
1941,72,103,0.4,39,17,39,0.4,1016.9,95.9,4,98,2019/2/10 23:00,28
1942,72,108,0.5,28,17,37,0.3,1016.6,98.3,4,98,2019/2/11 0:00,19
1943,44,69,0.4,27,17,38,0.6,1016.8,99.8,4,98,2019/2/11 1:00,21
1944,32,45,0.4,26,17,38,0.3,1017.1,101,4,96,2019/2/11 2:00,28
1945,35,53,0.4,26,17,38,0.5,1017,101.1,4,96,2019/2/11 3:00,36
1946,32,45,0.4,26,17,38,0.7,1017.2,101.1,4,96,2019/2/11 4:00,44
1947,38,61,0.4,26,17,39,1.5,1017.9,101.1,4,95,2019/2/11 5:00,47
1948,36,53,0.4,26,17,38,1.9,1018.5,101.1,3,92,2019/2/11 6:00,45
1949,43,67,0.4,26,17,38,0.7,1019.6,101.1,3,89,2019/2/11 7:00,41
1950,44,69,0.4,26,17,37,0.3,1020.5,101.1,3,88,2019/2/11 8:00,36
1951,40,59,0.4,26,17,39,1.1,1021.2,101.1,3,83,2019/2/11 9:00,29
1952,42,65,0.4,26,17,39,0.3,1021.8,101.1,3,84,2019/2/11 10:00,35
1953,52,88,0.4,26,17,38,0.9,1021.6,101.1,3,87,2019/2/11 11:00,37
1954,40,68,0.4,26,17,40,0.4,1021.5,101.1,4,81,2019/2/11 12:00,34
1955,40,63,0.4,26,17,41,0.6,1020.9,101.1,4,77,2019/2/11 13:00,37
1956,46,81,0.4,28,17,29,1.3,1020.9,101.1,4,78,2019/2/11 14:00,38
1957,45,77,0.4,29,17,37,0.5,1020.4,101.1,6,68,2019/2/11 15:00,41
1958,46,78,0.4,32,17,30,1.1,1020.9,101.1,5,73,2019/2/11 16:00,39
1959,46,76,0.4,44,17,31,0.6,1020.8,101.1,5,76,2019/2/11 17:00,37
1960,53,92,0.4,58,17,29,0.1,1021.2,101.1,4,79,2019/2/11 18:00,42
1961,56,87,0.4,64,17,29,0.2,1021.6,101.2,4,80,2019/2/11 19:00,46
1962,60,102,0.4,70,17,29,0.2,1022.2,101.2,4,80,2019/2/11 20:00,41
1963,71,107,0.4,74,17,30,1,1022.2,103.5,3,86,2019/2/11 21:00,38
1964,72,113,0.4,60,17,27,0.4,1022.8,105,3,90,2019/2/11 22:00,48
1965,73,108,0.4,70,17,26,0.6,1023,105,3,93,2019/2/11 23:00,42
1966,75,127,0.4,54,17,27,0.5,1023.7,105,3,90,2019/2/12 0:00,39
1967,78,115,0.4,41,17,26,1.1,1024,105,3,88,2019/2/12 1:00,40
1968,76,130,0.4,28,17,27,0.4,1023.8,105,3,86,2019/2/12 2:00,45
1969,80,128,0.4,28,17,27,1.3,1023.1,105,3,85,2019/2/12 3:00,70
1970,91,138,0.4,29,17,26,0.3,1022.9,105,3,87,2019/2/12 4:00,79
1971,82,139,0.4,30,17,25,0.4,1022.7,105,3,88,2019/2/12 5:00,80
1972,82,128,0.4,27,17,27,0.5,1023.2,105,3,85,2019/2/12 6:00,73
1973,89,143,0.4,44,17,26,0.4,1024,105,3,86,2019/2/12 7:00,62
1974,96,147,0.4,51,17,26,0.3,1024.1,105,3,84,2019/2/12 8:00,57
1975,96,148,0.4,56,17,27,1.4,1024.3,105,4,80,2019/2/12 9:00,51
1976,100,160,0.4,48,17,27,0.9,1025.4,105,5,79,2019/2/12 10:00,53
1977,91,157,0.4,53,17,27,0.3,1025.8,105.1,5,80,2019/2/12 11:00,58
1978,109,177,0.4,56,17,27,0.6,1024.3,107.2,4,89,2019/2/12 12:00,54
1979,101,166,0.4,54,17,30,0.7,1024.3,107.4,4,88,2019/2/12 13:00,55
1980,108,170,0.4,56,17,32,1.2,1023.6,107.4,4,85,2019/2/12 14:00,42
1981,119,191,0.4,71,17,32,2.4,1023.9,107.4,5,84,2019/2/12 15:00,42
1982,123,192,0.4,72,17,33,0.6,1024.6,107.4,5,84,2019/2/12 16:00,46
1983,126,200,0.4,79,17,31,1,1024.7,107.4,5,90,2019/2/12 17:00,37
1984,119,174,0.4,71,17,33,0.5,1025.5,107.4,5,89,2019/2/12 18:00,30
1985,128,196,0.4,74,17,35,0.8,1025.6,107.4,5,89,2019/2/12 19:00,28
1986,130,218,0.4,65,17,35,0.6,1025.8,107.4,5,88,2019/2/12 20:00,27
1987,143,221,0.4,65,17,38,0.7,1026.5,107.4,5,89,2019/2/12 21:00,26
1988,151,245,0.5,62,17,34,0.4,1026.9,107.4,5,90,2019/2/12 22:00,35
1989,156,249,0.4,51,17,34,0.3,1026.9,107.5,5,90,2019/2/12 23:00,35
1990,153,256,0.4,39,17,33,0.8,1027.1,107.7,4,90,2019/2/13 0:00,36
1991,144,235,0.4,33,17,34,0.2,1026.5,107.8,4,90,2019/2/13 1:00,34
1992,152,246,0.4,43,17,34,0.9,1026.4,107.8,5,87,2019/2/13 2:00,30
1993,156,243,0.4,28,17,40,1.2,1025.7,107.8,4,87,2019/2/13 3:00,37
1994,148,242,0.4,29,17,42,0.8,1025.5,107.8,4,85,2019/2/13 4:00,32
1995,136,208,0.4,29,17,38,0.8,1025.3,107.8,4,82,2019/2/13 5:00,35
1996,132,205,0.4,35,17,37,0.4,1025.4,107.8,4,83,2019/2/13 6:00,29
1997,129,221,0.4,42,17,40,0.3,1025.5,107.8,4,85,2019/2/13 7:00,22
1998,120,188,0.4,42,17,39,0.7,1026.1,107.8,4,84,2019/2/13 8:00,20
1999,113,191,0.4,51,17,39,1.6,1026.3,107.8,5,82,2019/2/13 9:00,22
2000,118,177,0.4,57,17,46,1,1026.3,107.8,5,80,2019/2/13 10:00,25
2001,120,180,0.4,57,17,48,1.4,1026.1,107.8,6,80,2019/2/13 11:00,30
2002,118,173,0.5,68,17,50,0.5,1025.9,107.8,6,80,2019/2/13 12:00,34
2003,118,190,0.4,67,17,47,0.6,1024.8,107.8,6,80,2019/2/13 13:00,35
2004,117,195,0.4,65,17,49,0.4,1024,107.8,6,79,2019/2/13 14:00,30
2005,116,180,0.4,59,17,58,0.6,1023,107.8,6,74,2019/2/13 15:00,33
2006,164,277,0.5,85,17,46,0.3,1024,109.1,5,92,2019/2/13 20:00,48
2007,171,288,0.5,86,17,42,0.6,1023.4,113.4,4,95,2019/2/13 21:00,49
2008,134,207,0.4,60,17,42,0.6,1023.1,117.5,4,94,2019/2/13 22:00,49
2009,117,174,0.4,57,17,34,0.8,1023.5,117.5,4,94,2019/2/13 23:00,30
2010,108,170,0.4,52,17,28,0.3,1023.2,117.6,4,95,2019/2/14 0:00,29
2011,75,113,0.4,39,17,29,0.2,1022.6,117.6,4,93,2019/2/14 1:00,18
2012,80,130,0.4,40,17,33,0.7,1022.2,118.5,3,92,2019/2/14 2:00,9
2013,60,99,0.4,28,17,46,0.3,1022.2,123.3,3,93,2019/2/14 3:00,11
2014,50,82,0.4,28,16,39,1,1022.5,125,2,96,2019/2/14 4:00,16
2015,51,85,0.4,29,16,38,0.4,1022.2,125.9,2,96,2019/2/14 5:00,9
2016,56,94,0.4,38,17,32,0.3,1022.8,127.8,1,96,2019/2/14 6:00,16
2017,58,96,0.4,58,17,30,0.3,1023.4,127.8,1,97,2019/2/14 7:00,17
2018,70,108,0.4,86,17,39,1.6,1023.4,127.8,2,96,2019/2/14 8:00,15
2019,72,107,0.4,75,17,40,1.4,1023.9,127.8,2,95,2019/2/14 9:00,19
2020,52,90,0.4,53,17,41,0.3,1024.2,127.8,2,94,2019/2/14 10:00,34
2021,97,144,0.4,57,17,32,0.4,1024.2,127.8,3,93,2019/2/14 11:00,25
2022,114,169,0.4,48,17,34,0.3,1024.1,127.8,3,90,2019/2/14 12:00,28
2023,92,131,0.4,53,17,41,0.7,1023.8,127.8,4,85,2019/2/14 13:00,31
2024,118,189,0.5,60,17,42,0.9,1023.1,127.8,4,85,2019/2/14 14:00,37
2025,82,128,0.4,60,17,47,1,1023.2,127.8,5,81,2019/2/14 15:00,38
2026,70,114,0.4,46,17,51,0.8,1023.4,127.8,5,79,2019/2/14 16:00,47
2027,70,113,0.4,59,17,51,0.6,1023.8,127.8,5,79,2019/2/14 17:00,44
2028,86,124,0.4,54,17,53,0.9,1024.1,127.8,5,80,2019/2/14 18:00,57
2029,84,142,0.4,55,17,48,1.4,1024.7,127.8,5,82,2019/2/14 19:00,56
2030,92,144,0.4,78,17,41,0.4,1025.2,127.8,5,83,2019/2/14 20:00,56
2031,95,143,0.4,68,17,35,0.4,1025.4,127.8,5,82,2019/2/14 21:00,53
2032,93,144,0.4,64,17,33,0.3,1025.5,127.8,4,86,2019/2/14 22:00,53
2033,88,137,0.4,64,17,33,0.1,1025.7,127.8,3,87,2019/2/14 23:00,49
2034,92,154,0.4,63,17,26,0.2,1025.4,127.8,2,90,2019/2/15 0:00,55
2035,111,169,0.4,62,17,27,0.5,1025.5,127.8,3,92,2019/2/15 1:00,47
2036,112,176,0.4,71,17,26,0.3,1025.3,127.8,2,96,2019/2/15 2:00,48
2037,112,166,0.4,61,17,25,0.3,1025,127.8,2,97,2019/2/15 3:00,46
2038,115,190,0.4,70,17,26,0.2,1024.4,127.8,2,96,2019/2/15 4:00,60
2039,124,207,0.4,60,17,26,0.4,1023.9,127.8,1,96,2019/2/15 5:00,47
2040,126,200,0.4,69,17,25,0.3,1023.7,127.8,1,97,2019/2/15 6:00,41
2041,136,217,0.5,77,17,26,0.5,1022.8,127.8,1,98,2019/2/15 7:00,31
2042,132,216,0.5,87,17,28,0.1,1024.4,127.8,3,90,2019/2/15 8:00,35
2043,132,218,0.5,87,17,37,0.5,1025.5,127.8,5,82,2019/2/15 9:00,41
2044,156,237,0.5,98,17,51,0.7,1025.6,127.8,6,80,2019/2/15 10:00,41
2045,196,311,0.9,115,17,54,0.3,1026,127.8,7,79,2019/2/15 11:00,37
2046,176,285,0.9,98,17,62,0.4,1024.9,127.8,8,71,2019/2/15 12:00,33
2047,198,309,0.9,95,17,70,0.6,1022.9,127.8,8,70,2019/2/15 13:00,32
2048,162,245,0.8,77,17,87,1.8,1021.9,127.8,9,58,2019/2/15 14:00,27
2049,163,260,0.6,82,17,106,0.8,1021.9,127.8,9,61,2019/2/15 15:00,27
2050,182,280,0.7,94,17,90,0.8,1022,127.8,9,64,2019/2/15 16:00,34
2051,150,230,0.5,121,17,67,0.5,1022.7,127.8,8,72,2019/2/15 18:00,40
2052,146,230,0.5,115,17,55,0.4,1023,127.8,7,75,2019/2/15 19:00,37
2053,150,231,0.5,121,17,51,0.4,1023.3,127.8,7,77,2019/2/15 20:00,36
2054,152,241,0.5,131,17,39,0.6,1023.5,127.8,5,86,2019/2/15 21:00,40
2055,167,265,0.8,134,17,46,0.3,1023.6,127.8,4,91,2019/2/15 22:00,61
2056,170,282,0.7,128,18,39,0.2,1023.7,127.8,3,94,2019/2/15 23:00,52
2057,164,277,0.9,108,19,28,0.3,1023.5,127.8,3,97,2019/2/16 0:00,59
2058,172,288,0.5,94,17,26,0.2,1023.3,127.8,3,98,2019/2/16 1:00,62
2059,152,256,0.7,70,17,24,0.3,1022.6,127.8,2,98,2019/2/16 2:00,63
2060,156,255,0.6,64,17,24,0.2,1022.4,127.8,2,99,2019/2/16 3:00,66
2061,144,237,1,61,18,23,0.2,1022.2,127.8,1,99,2019/2/16 4:00,64
2062,154,252,0.6,61,17,24,0.2,1022.4,127.8,1,99,2019/2/16 5:00,75
2063,166,272,0.6,73,17,24,0.2,1022.2,127.8,1,100,2019/2/16 6:00,89
2064,163,274,0.6,75,17,25,0.3,1022.6,127.8,1,100,2019/2/16 7:00,100
2065,147,228,0.8,88,18,25,0.6,1022.8,127.8,2,100,2019/2/16 8:00,77
2066,150,245,0.8,107,19,27,0.2,1023.1,127.8,3,99,2019/2/16 9:00,66
2067,140,220,1,139,19,42,1.2,1023.5,127.8,6,86,2019/2/16 10:00,63
2068,158,248,1.2,91,19,71,0.4,1023.4,127.8,9,72,2019/2/16 11:00,57
2069,108,167,0.6,48,17,106,0.8,1022.2,127.8,12,39,2019/2/16 12:00,66
2070,116,177,0.6,59,17,109,1.1,1020.7,127.8,13,39,2019/2/16 13:00,64
2071,114,163,0.7,68,17,118,0.2,1019.9,127.8,15,36,2019/2/16 14:00,54
2072,102,146,0.5,55,14,118,0.4,1018.6,127.8,14,34,2019/2/16 15:00,48
2073,72,110,0.5,64,14,102,0.7,1019.6,127.8,13,30,2019/2/16 16:00,36
2074,88,126,0.5,72,14,113,0.3,1019.4,127.8,13,35,2019/2/16 17:00,40
2075,88,132,0.5,74,14,108,0.7,1019.2,127.8,11,42,2019/2/16 18:00,25
2076,99,159,0.6,130,17,87,0.3,1019.7,127.8,9,52,2019/2/16 19:00,23
2077,120,191,1,85,19,87,0.7,1020.5,127.8,7,62,2019/2/16 20:00,24
2078,113,168,1.2,85,19,76,0.1,1020.5,127.8,7,68,2019/2/16 21:00,22
2079,100,158,0.8,96,17,72,0.2,1020.4,127.8,6,63,2019/2/16 22:00,29
2080,98,143,0.8,104,19,62,0.2,1020.3,127.8,5,73,2019/2/16 23:00,20
2081,105,158,1,130,19,44,0.4,1020.6,127.8,5,80,2019/2/17 0:00,27
2082,98,157,1,125,19,38,0.4,1020.9,127.8,4,82,2019/2/17 1:00,31
2083,99,150,0.7,99,17,29,0.3,1020.7,127.8,3,86,2019/2/17 2:00,36
2084,108,166,0.5,83,17,26,0.1,1020.1,127.8,3,86,2019/2/17 3:00,29
2085,104,166,0.5,83,17,26,0.2,1020.3,127.8,3,87,2019/2/17 4:00,32
2086,108,175,0.5,95,17,27,0.1,1020.3,127.8,3,84,2019/2/17 5:00,27
2087,104,156,0.5,103,17,27,0.2,1020.5,127.8,2,84,2019/2/17 6:00,27
2088,109,152,0.5,112,17,28,0.2,1020.6,127.8,3,83,2019/2/17 7:00,34
2089,108,158,0.7,91,18,54,0.4,1021.5,127.8,6,69,2019/2/17 8:00,31
2090,112,167,0.9,89,19,85,0.4,1022.1,127.8,9,54,2019/2/17 9:00,31
2091,110,167,0.9,86,17,112,0.3,1022.2,127.8,14,38,2019/2/17 10:00,29
2092,136,202,0.7,60,17,136,0.5,1021.9,127.8,14,35,2019/2/17 11:00,34
2093,140,216,0.7,48,14,147,0.7,1021.5,127.8,16,32,2019/2/17 12:00,31
2094,120,175,0.6,32,14,147,0.6,1020.6,127.8,17,26,2019/2/17 13:00,21
2095,123,183,0.6,32,14,152,0.9,1019.8,127.8,16,27,2019/2/17 14:00,26
2096,132,197,0.5,34,14,168,0.5,1019.9,127.8,15,29,2019/2/17 15:00,40
2097,133,205,0.5,42,14,179,0.7,1020.3,127.8,15,29,2019/2/17 16:00,44
2098,160,257,0.7,65,14,186,0.2,1020.9,127.8,14,35,2019/2/17 17:00,43
2099,152,222,0.6,75,15,145,0.3,1020.7,127.8,12,38,2019/2/17 18:00,50
2100,158,238,0.6,127,17,129,0.5,1020.5,127.8,11,45,2019/2/17 19:00,53
2101,132,204,0.5,110,17,96,0.2,1020.7,127.8,9,50,2019/2/17 20:00,45
2102,106,158,0.5,119,17,76,0.2,1021.7,127.8,9,51,2019/2/17 21:00,38
2103,100,154,0.5,94,17,68,0.2,1022.1,127.8,8,56,2019/2/17 22:00,40
2104,84,119,0.4,126,17,67,0.7,1022.1,127.8,7,65,2019/2/17 23:00,38
2105,86,128,0.4,66,17,57,0.8,1022.6,127.8,7,71,2019/2/18 0:00,41
2106,103,157,0.4,55,17,45,0.2,1022.6,127.8,6,79,2019/2/18 1:00,41
2107,120,186,0.5,57,17,45,0.7,1021.7,127.8,6,84,2019/2/18 2:00,37
2108,137,204,0.5,61,17,36,0.7,1021.8,127.8,5,88,2019/2/18 3:00,40
2109,143,228,0.5,54,17,32,0.6,1021.6,127.8,5,91,2019/2/18 4:00,42
2110,143,211,0.5,51,17,33,0.7,1021.3,127.8,5,92,2019/2/18 5:00,44
2111,121,205,0.5,46,17,29,0.4,1021.4,127.8,5,93,2019/2/18 6:00,40
2112,122,196,0.5,49,17,34,1.7,1022.6,127.8,5,91,2019/2/18 7:00,35
2113,112,186,0.5,56,17,40,0.6,1022.8,127.8,6,88,2019/2/18 8:00,31
2114,101,191,0.5,49,17,49,1.6,1022.7,127.8,6,83,2019/2/18 9:00,30
2115,102,156,0.5,41,17,68,0.8,1021.8,127.8,10,62,2019/2/18 10:00,23
2116,103,155,0.5,50,17,83,0.8,1022.1,127.8,10,58,2019/2/18 11:00,20
2117,106,156,0.5,44,17,96,1.3,1020.8,127.8,12,50,2019/2/18 12:00,21
2118,73,117,0.5,37,16,86,1.5,1018.9,127.8,11,46,2019/2/18 13:00,18
2119,63,94,0.4,38,14,85,0.8,1018.3,127.8,11,47,2019/2/18 14:00,17
2120,52,82,0.4,63,15,76,1.3,1017.2,127.8,11,53,2019/2/18 15:00,10
2121,47,73,0.5,86,17,69,1.2,1016.7,127.9,10,56,2019/2/18 16:00,16
2122,48,79,0.5,97,17,67,1.2,1019.1,128.1,9,64,2019/2/18 17:00,17
2123,45,75,0.4,74,17,67,0.5,1018.7,128.9,8,68,2019/2/18 18:00,25
2124,44,70,0.4,52,15,59,1.7,1018.8,129.6,7,78,2019/2/18 19:00,28
2125,44,69,0.4,56,16,48,1,1019.9,130.6,7,84,2019/2/18 20:00,27
2126,44,69,0.4,79,16,48,1,1020.7,131.3,6,88,2019/2/18 21:00,30
2127,45,74,0.4,53,15,51,1.2,1020.4,131.5,6,89,2019/2/18 22:00,31
2128,53,86,0.4,57,16,44,0.5,1020.4,131.5,6,89,2019/2/18 23:00,43
2129,52,81,0.4,44,15,43,0.5,1020.2,131.5,6,87,2019/2/19 0:00,29
2130,49,85,0.4,40,16,40,0.5,1019.6,131.5,6,87,2019/2/19 1:00,14
2131,60,92,0.4,37,14,40,2.9,1019.7,131.5,6,85,2019/2/19 2:00,11
2132,60,89,0.4,31,14,38,0.9,1019.4,131.5,6,85,2019/2/19 3:00,12
2133,60,95,0.4,31,15,40,0.6,1019,131.5,6,86,2019/2/19 4:00,9
2134,56,91,0.4,34,15,36,0.6,1018.7,131.5,5,92,2019/2/19 5:00,18
2135,65,97,0.4,37,16,29,1.1,1018.4,131.5,6,91,2019/2/19 6:00,17
2136,74,119,0.5,47,17,27,0.4,1019.4,131.5,6,90,2019/2/19 7:00,20
2137,64,98,0.4,49,17,31,1.3,1019.6,131.5,6,91,2019/2/19 8:00,12
2138,70,101,0.4,70,17,39,0.2,1019.6,131.5,6,90,2019/2/19 9:00,20
2139,75,106,0.4,57,17,31,0.3,1019.9,131.5,7,87,2019/2/19 10:00,28
2140,84,115,0.4,48,17,56,0.9,1017.5,134.6,7,86,2019/2/19 14:00,30
2141,76,102,0.4,45,17,57,0.5,1017.4,135.2,7,86,2019/2/19 15:00,25
2142,79,113,0.4,68,17,57,0.4,1017.2,135.8,7,87,2019/2/19 16:00,29
2143,66,95,0.4,58,17,48,0.5,1017.9,136.4,7,87,2019/2/19 17:00,33
2144,77,110,0.4,110,17,47,0.4,1018.3,136.5,7,91,2019/2/19 18:00,40
2145,66,96,0.4,73,17,42,0.6,1018.7,137,7,91,2019/2/19 19:00,48
2146,70,103,0.4,76,17,41,0.2,1019.2,137,7,92,2019/2/19 20:00,48
2147,85,118,0.4,82,17,39,0.3,1020.1,137,7,92,2019/2/19 21:00,50
2148,83,117,0.4,64,17,31,0.2,1020.5,137,7,93,2019/2/19 22:00,50
2149,79,119,0.4,54,17,29,0.1,1020.4,137,6,96,2019/2/19 23:00,53
2150,65,98,0.4,38,17,28,0.5,1019.9,137,6,94,2019/2/20 0:00,53
2151,60,90,0.4,36,17,28,0.2,1019.9,137,6,92,2019/2/20 1:00,61
2152,77,114,0.4,53,17,27,0.4,1019.6,137,6,94,2019/2/20 2:00,64
2153,108,167,0.4,38,17,25,0.6,1019.2,137,6,92,2019/2/20 6:00,77
2154,101,144,0.4,50,17,26,0.5,1018.8,137,6,92,2019/2/20 7:00,84
2155,95,141,0.4,65,17,27,0.4,1020.1,137,6,91,2019/2/20 8:00,89
2156,85,130,0.4,65,17,27,0.7,1020.8,137,7,86,2019/2/20 9:00,89
2157,74,110,0.4,59,17,29,0.9,1021.1,137,8,81,2019/2/20 10:00,83
2158,65,93,0.4,62,17,36,0.5,1021.3,137,9,75,2019/2/20 11:00,87
2159,77,102,0.4,59,17,39,0.8,1021,137,9,74,2019/2/20 12:00,89
2160,76,106,0.4,81,17,44,0.4,1019.9,137,9,74,2019/2/20 13:00,92
2161,92,136,0.4,88,17,49,0.7,1019.8,137,10,72,2019/2/20 14:00,94
